Language	Concept	Form	Tokens	SimpleCognate	PartialCognate	Morphemes	Notes	Portuguese	Semantic	Concepticon	Eol
Zoro	TAPIR	βasa	β a s a	2254.0	16284	TAPIR		ANTA	ANIMALS	312	
Surui_Paiter	TAPIR	wasa	w a s a	2254.0	16284	TAPIR		ANTA	ANIMALS	312	
Karitiana	TAPIR	ʔirip	ʔ i r i p	2252.0	16285	TAPIR		ANTA	ANIMALS	312	
Arikem	TAPIR	ɨaj	ɨa j	2253.0	16282	TAPIR		ANTA	ANIMALS	312	
Xipaya	TAPIR	masaka	m a s a k a	2253.0	16282	TAPIR		ANTA	ANIMALS	312	
Juruna_Yudja	TAPIR	tuwã	t u w ã	2251.0	16283	TAPIR		ANTA	ANIMALS	312	
Munduruku	TAPIR	bio	b io	2252.0	16285	TAPIR		ANTA	ANIMALS	312	
Kuruaya	TAPIR	bio	b io	2252.0	16285	TAPIR		ANTA	ANIMALS	312	
Satere_Mawe	TAPIR	wewato	w e w a t o	2257.0	16288	TAPIR		ANTA	ANIMALS	312	
Aweti	TAPIR	tapiʔit	t a p i ʔ i t	2251.0	16283	TAPIR		ANTA	ANIMALS	312	
Parakana	TAPIR	tapiʔir	t a p i ʔ i r	2251.0	16283	TAPIR		ANTA	ANIMALS	312	
Asurini_do_Tocantins	TAPIR	tapiʔir	t a p i ʔ i r	2251.0	16283	TAPIR		ANTA	ANIMALS	312	
Surui_Aikewara	TAPIR	tapiʔir	t a p i ʔ i r	2251.0	16283	TAPIR		ANTA	ANIMALS	312	
Tapirape_Apyawa	TAPIR	tãpiʔit	t ã p i ʔ i t	2251.0	16283	TAPIR		ANTA	ANIMALS	312	
Tembe	TAPIR	tapiʔir	t a p i ʔ i r	2251.0	16283	TAPIR		ANTA	ANIMALS	312	
Guajajara	TAPIR	tapiʔir	t a p i ʔ i r	2251.0	16283	TAPIR		ANTA	ANIMALS	312	
Apiaka	TAPIR	tapiʔir	t a p i ʔ i r	2251.0	16283	TAPIR		ANTA	ANIMALS	312	
Parintintin	TAPIR	tapiʔir	t a p i ʔ i r	2251.0	16283	TAPIR		ANTA	ANIMALS	312	
Amondawa	TAPIR	tapiʔir	t a p i ʔ i r	2251.0	16283	TAPIR		ANTA	ANIMALS	312	
Tenharim	TAPIR	tapiʔir	t a p i ʔ i r	2251.0	16283	TAPIR		ANTA	ANIMALS	312	
Jiahoi	TAPIR	tapiʔir	t a p i ʔ i r	2251.0	16283	TAPIR		ANTA	ANIMALS	312	
Urueuwauwau	TAPIR	tapir	t a p i r	2251.0	16283	TAPIR		ANTA	ANIMALS	312	
Tupi_do_Machado_Wirafed	TAPIR	tapiít	t a p ií/iː t	2251.0	16283	TAPIR		ANTA	ANIMALS	312	
Kayabi	TAPIR	tapiʔir	t a p i ʔ i r	2251.0	16283	TAPIR		ANTA	ANIMALS	312	
Arawete	TAPIR	tapuʔɨ	t a p u ʔ ɨ	2251.0	16283	TAPIR		ANTA	ANIMALS	312	
Anambe_of_Ehrenreich	TAPIR	tapiri	t a p i r i	2251.0	16283	TAPIR		ANTA	ANIMALS	312	
Guaja	TAPIR	tapiʔir	t a p i ʔ i r	2251.0	16283	TAPIR		ANTA	ANIMALS	312	
Emerillon_Teko	TAPIR	tapiʔir	t a p i ʔ i r	2251.0	16283	TAPIR		ANTA	ANIMALS	312	
Wayampi	TAPIR	tapiʔi	t a p i ʔ i	2251.0	16283	TAPIR		ANTA	ANIMALS	312	
Zo_e	TAPIR	tapiʔit	t a p i ʔ i t	2251.0	16283	TAPIR		ANTA	ANIMALS	312	
Ka_apor_Urubu	TAPIR	tapiʔir	t a p i ʔ i r	2251.0	16283	TAPIR		ANTA	ANIMALS	312	
Anambe	TAPIR	tapɨʔɨ	t a p ɨ ʔ ɨ	2251.0	16283	TAPIR		ANTA	ANIMALS	312	
Kamajura	TAPIR	tapiʔit	t a p i ʔ i t	2251.0	16283	TAPIR		ANTA	ANIMALS	312	
Asurini_do_Xingu	TAPIR	tapiʔir	t a p i ʔ i r	2251.0	16283	TAPIR		ANTA	ANIMALS	312	
Ava_Canoeiro	TAPIR	tapir	t a p i r	2251.0	16283	TAPIR		ANTA	ANIMALS	312	
Tupinamba	TAPIR	tapiʔir	t a p i ʔ i r	2251.0	16283	TAPIR		ANTA	ANIMALS	312	
Nheengatu	TAPIR	tapiʔir	t a p i ʔ i r	2251.0	16283	TAPIR		ANTA	ANIMALS	312	
Lingua_Geral_Paulista_Tupi_austral	TAPIR	bore	b o r e	2252.0	16285	TAPIR		ANTA	ANIMALS	312	
Lingua_Geral_Paulista_Tupi_austral	TAPIR	kaapoara	k aː p oa r a	2252.0	16285	TAPIR		ANTA	ANIMALS	312	
Guarayo	TAPIR	tapiʔi	t a p i ʔ i	2251.0	16283	TAPIR		ANTA	ANIMALS	312	
Guarayo	TAPIR	mbaʔembjarusu	mb/ⁿb a ʔ e mb/ⁿb j a r u s u	2258.0	16289	TAPIR		ANTA	ANIMALS	312	
Siriono	TAPIR	eãkʷãtoj	eã kʷ ã t o j	2253.0	16282	TAPIR		ANTA	ANIMALS	312	
Warazu_Pauserna	TAPIR	tapɨʔɨ	t a p ɨ ʔ ɨ	2251.0	16283	TAPIR		ANTA	ANIMALS	312	
Chiriguano	TAPIR	mboréwi	mb/ⁿb o r é/e w i	2252.0	16285	TAPIR		ANTA	ANIMALS	312	
Jora	TAPIR	ŋitíd	ŋ i t í/i d	2255.0	16286	TAPIR		ANTA	ANIMALS	312	
Mbya	TAPIR	mbore	mb/ⁿb o r e	2252.0	16285	TAPIR		ANTA	ANIMALS	312	
Guarani_Paraguay	TAPIR	mboréβi	mb/ⁿb o r é/e β i	2252.0	16285	TAPIR		ANTA	ANIMALS	312	
Old_Guarani	TAPIR	mboréβi	mb/ⁿb o r é/e β i	2252.0	16285	TAPIR		ANTA	ANIMALS	312	
Guayaki_Ache	TAPIR	breβi	b r e β i	2252.0	16285	TAPIR		ANTA	ANIMALS	312	
Xeta	TAPIR	tapiradʒo	t a p i r a dʒ o	2251.0	16283	TAPIR		ANTA	ANIMALS	312	
Kaiowa	TAPIR	mboreβi	mb/ⁿb o r e β i	2252.0	16285	TAPIR		ANTA	ANIMALS	312	
Tapiete	TAPIR	mbɨreβi	mb/ⁿb ɨ r e β i	2252.0	16285	TAPIR		ANTA	ANIMALS	312	
Omagua	TAPIR	satʃavaka	s a tʃ a v a k a	2256.0	16287	TAPIR		ANTA	ANIMALS	312	
Cocama_Cocamilla	TAPIR	tapira	t a p i r a	2251.0	16283	TAPIR		ANTA	ANIMALS	312	
Arikem	TAPIR	iruba	i r u b a	2252.0	16285	TAPIR		ANTA	ANIMALS	312	
Kepkiriwat	TAPIR	wito	w i t o			TAPIR		ANTA	ANIMALS	312	
Matanau	TAPIR	vuatsa	v ua ts a	2254.0	16284	TAPIR		ANTA	ANIMALS	312	
Karo_Arara	TAYRA	ei	ei	2265.0	16357	TAYRA		IRARA	ANIMALS		328036
Purubora	TAYRA	wata	w a t a	2260.0	16354	TAYRA		IRARA	ANIMALS		328036
Makurap	TAYRA	ãmãn.nã	ã m ã n + n ã	2261.0	16355 16358	TAYRA _tayra		IRARA	ANIMALS		328036
Wayoro	TAYRA	amãnã	a m ã n ã	2261.0	16355	TAYRA		IRARA	ANIMALS		328036
Tupari	TAYRA	ewitkat	e w i t k a t	2260.0	16354	TAYRA		IRARA	ANIMALS		328036
Mekens_Sakurabiat	TAYRA	kʷepɨɨk-atso	kʷ e p ɨː k + a ts o	2262.0	16352 16359	TAYRA _tayra		IRARA	ANIMALS		328036
Cinta_Larga	TAYRA	awaráp	a w a r á/a p	2259.0	16353	TAYRA		IRARA	ANIMALS		328036
Gaviao_Ikoloehj	TAYRA	aβat	a β a t	2260.0	16354	TAYRA		IRARA	ANIMALS		328036
Monde	TAYRA	aβãt	a β ã t	2260.0	16354	TAYRA		IRARA	ANIMALS		328036
Zoro	TAYRA	aβaraap	a β a r aː p	2259.0	16353	TAYRA		IRARA	ANIMALS		328036
Surui_Paiter	TAYRA	warwara	w a r w a r a	2259.0	16353	TAYRA		IRARA	ANIMALS		328036
Karitiana	TAYRA	õmakɨ_ẽẽm	õ m a k ɨ + ẽː m	2261.0	16355 16356	JAGUAR BLACK/DIRTY		IRARA	ANIMALS		328036
Juruna_Yudja	TAYRA	waranãnã	w a r a n ã n ã	2259.0	16353	TAYRA		IRARA	ANIMALS		328036
Munduruku	TAYRA	kakʔao	k a k ʔ ao	2267.0	16360	TAYRA		IRARA	ANIMALS		328036
Satere_Mawe	TAYRA	awɨato_asap	a w ɨa t o + a s a p	2260.0	16354 16359	TAYRA _tayra		IRARA	ANIMALS		328036
Aweti	TAYRA	ekɨʐak	e k ɨ ʐ a k	2262.0	16352	TAYRA		IRARA	ANIMALS		328036
Guajajara	TAYRA	hairar	h ai r a r	2259.0	16353	TAYRA		IRARA	ANIMALS		328036
Parintintin	TAYRA	heirar	h ei r a r	2259.0	16353	TAYRA		IRARA	ANIMALS		328036
Guaja	TAYRA	hairárə	h ai r á/a r ə	2259.0	16353	TAYRA		IRARA	ANIMALS		328036
Wayampi	TAYRA	eila	ei l a	2259.0	16353	TAYRA		IRARA	ANIMALS		328036
Ka_apor_Urubu	TAYRA	eira	ei r a	2259.0	16353	TAYRA		IRARA	ANIMALS		328036
Tupinamba	TAYRA	ejrara	e j r a r a	2259.0	16353	TAYRA		IRARA	ANIMALS		328036
Nheengatu	TAYRA	irara	i r a r a	2259.0	16353	TAYRA		IRARA	ANIMALS		328036
Guarayo	TAYRA	eira	ei r a	2259.0	16353	TAYRA		IRARA	ANIMALS		328036
Mbya	TAYRA	eira	ei r a	2259.0	16353	TAYRA		IRARA	ANIMALS		328036
Guarani_Paraguay	TAYRA	eirara	ei r a r a	2259.0	16353	TAYRA		IRARA	ANIMALS		328036
Xeta	TAYRA	ejrakə̃	e j r a k ə̃	2259.0	16353	TAYRA		IRARA	ANIMALS		328036
Arikem	TAYRA	omaʔkɨ ʔẽːma	o m a ʔ k ɨ + ʔ ẽː m a	2261.0	16355 16356	JAGUAR BLACK/DIRTY		IRARA	ANIMALS		328036
Karo_Arara	TEACH	ʃahmãj_nãn	ʃ a h m ã j + n ã n	2271.0	16387 16388	KNOW _?		ENSINAR	COGNITION	709	
Makurap	TEACH	embutmaan	e mb/ⁿb u t m aː n	2268.0	16384	TEACH		ENSINAR	COGNITION	709	
Wayoro	TEACH	mãj	m ã j	2271.0	16387	TEACH		ENSINAR	COGNITION	709	
Tupari	TEACH	õpuopmaʔẽ	õ + p uo p + m a ʔ ẽ	2268.0	16384 486 488	CAUSATIVE KNOWLEDGE SPEAK		ENSINAR	COGNITION	709	
Gaviao_Ikoloehj	TEACH	makób	m a k ó/o b	2269.0	16386	TEACH		ENSINAR	COGNITION	709	
Surui_Paiter	TEACH	makoba	m a k o b a	2269.0	16386	TEACH		ENSINAR	COGNITION	709	
Xipaya	TEACH	mawurí	m a w u r í/i	2275.0	16391	TEACH		ENSINAR	COGNITION	709	
Munduruku	TEACH	mətajbin	m ə t a j b i n	2269.0	16386	TEACH		ENSINAR	COGNITION	709	
Satere_Mawe	TEACH	muuʔe	m uː + ʔ e	2268.0	483 16384	CAUSATIVE SAY		ENSINAR	COGNITION	709	
Parakana	TEACH	moʔe	m o + ʔ e	2268.0	483 16384	CAUSATIVE SAY		ENSINAR	COGNITION	709	
Asurini_do_Tocantins	TEACH	moʔe	m o + ʔ e	2268.0	483 16384	CAUSATIVE SAY		ENSINAR	COGNITION	709	
Tapirape_Apyawa	TEACH	maʔe	m a + ʔ e	2268.0	483 16384	CAUSATIVE SAY		ENSINAR	COGNITION	709	
Tembe	TEACH	muʔe	m u + ʔ e	2268.0	483 16384	CAUSATIVE SAY		ENSINAR	COGNITION	709	
Guajajara	TEACH	muʔe	m u + ʔ e	2268.0	483 16384	CAUSATIVE SAY		ENSINAR	COGNITION	709	
Apiaka	TEACH	mbuʔe	mb/ⁿb u + ʔ e	2268.0	483 16384	CAUSATIVE SAY		ENSINAR	COGNITION	709	
Parintintin	TEACH	moʔe	m o + ʔ e	2268.0	483 16384	CAUSATIVE SAY		ENSINAR	COGNITION	709	
Tenharim	TEACH	moʔe	m o + ʔ e	2268.0	483 16384	CAUSATIVE SAY		ENSINAR	COGNITION	709	
Juma	TEACH	moʔe	m o + ʔ e	2268.0	483 16384	CAUSATIVE SAY		ENSINAR	COGNITION	709	
Urueuwauwau	TEACH	moʔe	m o + ʔ e	2268.0	483 16384	CAUSATIVE SAY		ENSINAR	COGNITION	709	
Kayabi	TEACH	muʔe	m u + ʔ e	2268.0	483 16384	CAUSATIVE SAY		ENSINAR	COGNITION	709	
Arawete	TEACH	mue	m u + e	2268.0	483 16384	CAUSATIVE SAY		ENSINAR	COGNITION	709	
Guaja	TEACH	mumuʔũ	m u m u + ʔ ũ	2268.0	483 16384	CAUSATIVE SAY		ENSINAR	COGNITION	709	
Emerillon_Teko	TEACH	boʔe	b o + ʔ e	2268.0	483 16384	CAUSATIVE SAY		ENSINAR	COGNITION	709	
Wayampi	TEACH	moe	m o + e	2268.0	483 16384	CAUSATIVE SAY		ENSINAR	COGNITION	709	
Zo_e	TEACH	kuha_oker	k u h a o k e r	2268.0	16384 16392	TEACH		ENSINAR	COGNITION	709	
Ka_apor_Urubu	TEACH	muʔe	m u + ʔ e	2268.0	483 16384	CAUSATIVE SAY		ENSINAR	COGNITION	709	
Anambe	TEACH	muʔa	m u + ʔ a	2268.0	483 16384	CAUSATIVE SAY		ENSINAR	COGNITION	709	
Kamajura	TEACH	moʔe	m o + ʔ e	2268.0	483 16384	CAUSATIVE SAY		ENSINAR	COGNITION	709	
Asurini_do_Xingu	TEACH	muʔe	m u + ʔ e	2268.0	483 16384	CAUSATIVE SAY		ENSINAR	COGNITION	709	
Ava_Canoeiro	TEACH	moe	m o + e	2268.0	483 16384	CAUSATIVE SAY		ENSINAR	COGNITION	709	
Tupinamba	TEACH	moʔe	m o + ʔ e	2268.0	483 16384	CAUSATIVE SAY		ENSINAR	COGNITION	709	
Nheengatu	TEACH	mbué	mb/ⁿb u + é/e	2268.0	483 16384	CAUSATIVE SAY		ENSINAR	COGNITION	709	
Lingua_Geral_Paulista_Tupi_austral	TEACH	promboé	p r o mb/ⁿb o + é/e	2272.0	483 16384	CAUSATIVE SAY		ENSINAR	COGNITION	709	
Yuki	TEACH	barakʷa	b a r a kʷ a	2272.0	16389	TEACH		ENSINAR	COGNITION	709	
Guarayo	TEACH	mboʔe	mb/ⁿb o + ʔ e	2268.0	483 16384	CAUSATIVE SAY		ENSINAR	COGNITION	709	
Siriono	TEACH	mbakjatu	mb/ⁿb a k j a t u	2274.0	16390	TEACH		ENSINAR	COGNITION	709	
Warazu_Pauserna	TEACH	moʔe	m o + ʔ e	2268.0	483 16384	CAUSATIVE SAY		ENSINAR	COGNITION	709	
Chiriguano	TEACH	moe	m o + e	2268.0	483 16384	CAUSATIVE SAY		ENSINAR	COGNITION	709	
Mbya	TEACH	mboʔe	mb/ⁿb o + ʔ e	2268.0	483 16384	CAUSATIVE SAY		ENSINAR	COGNITION	709	
Guarani_Paraguay	TEACH	moʔe	m o + ʔ e	2268.0	483 16384	CAUSATIVE SAY		ENSINAR	COGNITION	709	
Old_Guarani	TEACH	mboʔe	mb/ⁿb o + ʔ e	2268.0	483 16384	CAUSATIVE SAY		ENSINAR	COGNITION	709	
Guayaki_Ache	TEACH	bwãʔã	bʷ ã ʔ ã	2268.0	16384	TEACH		ENSINAR	COGNITION	709	
Kaiowa	TEACH	mboʔe	mb/ⁿb o + ʔ e	2268.0	483 16384	CAUSATIVE SAY		ENSINAR	COGNITION	709	
Tapiete	TEACH	mboʔe	mb/ⁿb o + ʔ e	2268.0	483 16384	CAUSATIVE SAY		ENSINAR	COGNITION	709	
Omagua	TEACH	jumujta	j u m u j t a	2270.0	16385	TEACH		ENSINAR	COGNITION	709	
Cocama_Cocamilla	TEACH	jumita	j u m i t a	2270.0	16385	TEACH		ENSINAR	COGNITION	709	
Karo_Arara	TELL / NARRATE	petõ	p e t õ	2277.0	16434	TELL		CONTAR	SPEECH_AND_LANGUAGE	1711	
Makurap	TELL / NARRATE	mãjã	m ã j ã	2278.0	16433	TELL		CONTAR	SPEECH_AND_LANGUAGE	1711	
Wayoro	TELL / NARRATE	mãj	m ã j	2278.0	16433	TELL		CONTAR	SPEECH_AND_LANGUAGE	1711	
Tupari	TELL / NARRATE	maʔẽ	m a ʔ ẽ	2277.0	16434	TELL		CONTAR	SPEECH_AND_LANGUAGE	1711	
Akuntsu	TELL / NARRATE	maj	m a j	2278.0	16433	TELL		CONTAR	SPEECH_AND_LANGUAGE	1711	
Gaviao_Ikoloehj	TELL / NARRATE	kamá	k a m á/a	2278.0	16433	TELL		CONTAR	SPEECH_AND_LANGUAGE	1711	
Gaviao_Ikoloehj	TELL / NARRATE	pò_kamá	p ò/o + k a m á/a	2278.0	16437 16433	_tell TELL		CONTAR	SPEECH_AND_LANGUAGE	1711	
Monde	TELL / NARRATE	kamãã	k a m ãː	2278.0	16433	TELL		CONTAR	SPEECH_AND_LANGUAGE	1711	
Surui_Paiter	TELL / NARRATE	perema	p e r e m a	2284.0	16440	TELL		CONTAR	SPEECH_AND_LANGUAGE	1711	
Juruna_Yudja	TELL / NARRATE	abɨ	a b ɨ	2279.0	16437	TELL		CONTAR	SPEECH_AND_LANGUAGE	1711	
Juruna_Yudja	TELL / NARRATE	udase	u d a s e	2285.0	16441	TELL		CONTAR	SPEECH_AND_LANGUAGE	1711	
Munduruku	TELL / NARRATE	məwẽn	m ə w ẽ n	2280.0	16435	TELL		CONTAR	SPEECH_AND_LANGUAGE	1711	
Satere_Mawe	TELL / NARRATE	enoj	e n o j	2278.0	16433	TELL		CONTAR	SPEECH_AND_LANGUAGE	1711	
Aweti	TELL / NARRATE	ejõj	e j õ j	2278.0	16433	TELL		CONTAR	SPEECH_AND_LANGUAGE	1711	
Parakana	TELL / NARRATE	momeʔo	m o m e ʔ o	2277.0	16434	TELL		CONTAR	SPEECH_AND_LANGUAGE	1711	
Asurini_do_Tocantins	TELL / NARRATE	kʷaweʔeŋ	kʷ a w e ʔ e ŋ	2280.0	16435	TELL		CONTAR	SPEECH_AND_LANGUAGE	1711	
Surui_Aikewara	TELL / NARRATE	mumeʔo	m u m e ʔ o	2277.0	16434	TELL		CONTAR	SPEECH_AND_LANGUAGE	1711	
Tapirape_Apyawa	TELL / NARRATE	komeʔo	k o m e ʔ o	2277.0	16434	TELL		CONTAR	SPEECH_AND_LANGUAGE	1711	
Tembe	TELL / NARRATE	mumeʔu	m u m e ʔ u	2277.0	16434	TELL		CONTAR	SPEECH_AND_LANGUAGE	1711	
Guajajara	TELL / NARRATE	mumeʔu	m u m e ʔ u	2277.0	16434	TELL		CONTAR	SPEECH_AND_LANGUAGE	1711	
Apiaka	TELL / NARRATE	mboʔe	mb/ⁿb o ʔ e	2277.0	16434	TELL		CONTAR	SPEECH_AND_LANGUAGE	1711	
Parintintin	TELL / NARRATE	mõmeʔu	m õ m e ʔ u	2277.0	16434	TELL		CONTAR	SPEECH_AND_LANGUAGE	1711	
Amondawa	TELL / NARRATE	mõmeʔu	m õ m e ʔ u	2277.0	16434	TELL		CONTAR	SPEECH_AND_LANGUAGE	1711	
Tenharim	TELL / NARRATE	mõmeʔu	m õ m e ʔ u	2277.0	16434	TELL		CONTAR	SPEECH_AND_LANGUAGE	1711	
Juma	TELL / NARRATE	mẽnẽ	m ẽ n ẽ	2279.0	16437	TELL		CONTAR	SPEECH_AND_LANGUAGE	1711	
Urueuwauwau	TELL / NARRATE	mõmeʔu	m õ m e ʔ u	2277.0	16434	TELL		CONTAR	SPEECH_AND_LANGUAGE	1711	
Kayabi	TELL / NARRATE	momeʔu	m o m e ʔ u	2277.0	16434	TELL		CONTAR	SPEECH_AND_LANGUAGE	1711	
Arawete	TELL / NARRATE	memeʔu	m e m e ʔ u	2277.0	16434	TELL		CONTAR	SPEECH_AND_LANGUAGE	1711	
Guaja	TELL / NARRATE	mumuʔũ	m u m u ʔ ũ	2277.0	16434	TELL		CONTAR	SPEECH_AND_LANGUAGE	1711	
Emerillon_Teko	TELL / NARRATE	mebeʔu	m e b e ʔ u	2277.0	16434	TELL		CONTAR	SPEECH_AND_LANGUAGE	1711	
Wayampi	TELL / NARRATE	malãŋatu	m a l ã ŋ a t u	2281.0	16436	TELL		CONTAR	SPEECH_AND_LANGUAGE	1711	
Ka_apor_Urubu	TELL / NARRATE	meʔu	m e ʔ u	2277.0	16434	TELL		CONTAR	SPEECH_AND_LANGUAGE	1711	
Anambe	TELL / NARRATE	mumeʔu	m u m e ʔ u	2277.0	16434	TELL		CONTAR	SPEECH_AND_LANGUAGE	1711	
Kamajura	TELL / NARRATE	kaweʔeŋ	k a w e ʔ e ŋ	2280.0	16435	TELL		CONTAR	SPEECH_AND_LANGUAGE	1711	
Asurini_do_Xingu	TELL / NARRATE	mumeʔu	m u m e ʔ u	2277.0	16434	TELL		CONTAR	SPEECH_AND_LANGUAGE	1711	
Ava_Canoeiro	TELL / NARRATE	momew	m o m e w	2277.0	16434	TELL		CONTAR	SPEECH_AND_LANGUAGE	1711	
Tupinamba	TELL / NARRATE	momeʔu	m o m e ʔ u	2277.0	16434	TELL		CONTAR	SPEECH_AND_LANGUAGE	1711	
Nheengatu	TELL / NARRATE	meu	m eu	2278.0	16433	TELL		CONTAR	SPEECH_AND_LANGUAGE	1711	
Lingua_Geral_Paulista_Tupi_austral	TELL / NARRATE	mombeú	m o mb/ⁿb eú/eu	2279.0	16437	TELL		CONTAR	SPEECH_AND_LANGUAGE	1711	
Lingua_Geral_Paulista_Tupi_austral	TELL / NARRATE	moŋeb	m o ŋ e b	2279.0	16437	TELL		CONTAR	SPEECH_AND_LANGUAGE	1711	
Yuki	TELL / NARRATE	mebe	m e b e	2279.0	16437	TELL		CONTAR	SPEECH_AND_LANGUAGE	1711	
Guarayo	TELL / NARRATE	mombeʔu	m o mb/ⁿb e ʔ u	2277.0	16434	TELL		CONTAR	SPEECH_AND_LANGUAGE	1711	
Siriono	TELL / NARRATE	ue	ue	2283.0	16439	TELL		CONTAR	SPEECH_AND_LANGUAGE	1711	
Warazu_Pauserna	TELL / NARRATE	momeʔu	m o m e ʔ u	2277.0	16434	TELL		CONTAR	SPEECH_AND_LANGUAGE	1711	
Chiriguano	TELL / NARRATE	momeu	m o m eu	2277.0	16434	TELL		CONTAR	SPEECH_AND_LANGUAGE	1711	
Guarani_Paraguay	TELL / NARRATE	momeʔu	m o m e ʔ u	2277.0	16434	TELL		CONTAR	SPEECH_AND_LANGUAGE	1711	
Old_Guarani	TELL / NARRATE	mombeʔu	m o mb/ⁿb e ʔ u	2277.0	16434	TELL		CONTAR	SPEECH_AND_LANGUAGE	1711	
Guayaki_Ache	TELL / NARRATE	kjuʔu	k j u ʔ u	2277.0	16434	TELL		CONTAR	SPEECH_AND_LANGUAGE	1711	
Xeta	TELL / NARRATE	kəmẽj	k ə m ẽ j	2278.0	16433	TELL		CONTAR	SPEECH_AND_LANGUAGE	1711	
Kaiowa	TELL / NARRATE	mombeʔu	m o mb/ⁿb e ʔ u	2277.0	16434	TELL		CONTAR	SPEECH_AND_LANGUAGE	1711	
Tapiete	TELL / NARRATE	mbeʔu	mb/ⁿb e ʔ u	2277.0	16434	TELL		CONTAR	SPEECH_AND_LANGUAGE	1711	
Omagua	TELL / NARRATE	ɨpapari	ɨ p a p a r i	2282.0	16438	TELL		CONTAR	SPEECH_AND_LANGUAGE	1711	
Cocama_Cocamilla	TELL / NARRATE	tsanata	ts a n a t a	2281.0	16436	TELL		CONTAR	SPEECH_AND_LANGUAGE	1711	
Karitiana	TELL / NARRATE	pasag	p a s a g	1478.0	161	TELL		CONTAR	SPEECH_AND_LANGUAGE	1711	
Karo_Arara	TERMINATE / FINISH	kãri_nãn	k ã r i + n ã n	2289.0	16493 16488	_terminate TERMINATE		ACABAR / TERMINAR	TIME	1766	
Wayoro	TERMINATE / FINISH	wik	w i k	2289.0	16488	TERMINATE		ACABAR / TERMINAR	TIME	1766	
Tupari	TERMINATE / FINISH	poatkat	p oa t k a t	2293.0	16495	TERMINATE		ACABAR / TERMINAR	TIME	1766	
Akuntsu	TERMINATE / FINISH	wen	w e n	2289.0	16488	TERMINATE		ACABAR / TERMINAR	TIME	1766	
Cinta_Larga	TERMINATE / FINISH	wereb	w e r e b	2290.0	16491	TERMINATE		ACABAR / TERMINAR	TIME	1766	
Gaviao_Ikoloehj	TERMINATE / FINISH	akonba	a k o n b a	2287.0	16490	TERMINATE		ACABAR / TERMINAR	TIME	1766	
Surui_Paiter	TERMINATE / FINISH	wereb	w e r e b	2290.0	16491	TERMINATE		ACABAR / TERMINAR	TIME	1766	
Xipaya	TERMINATE / FINISH	base	b a s e	2286.0	16489	TERMINATE		ACABAR / TERMINAR	TIME	1766	
Juruna_Yudja	TERMINATE / FINISH	másehu	m á/a s e h u	2292.0	16494	TERMINATE		ACABAR / TERMINAR	TIME	1766	
Munduruku	TERMINATE / FINISH	məʔə̃m	m ə ʔ ə̃ m	2292.0	16494	TERMINATE		ACABAR / TERMINAR	TIME	1766	
Satere_Mawe	TERMINATE / FINISH	pap	p a p	2286.0	16489	TERMINATE		ACABAR / TERMINAR	TIME	1766	
Aweti	TERMINATE / FINISH	pap	p a p	2286.0	16489	TERMINATE		ACABAR / TERMINAR	TIME	1766	
Parakana	TERMINATE / FINISH	paw	p a w	2286.0	16489	TERMINATE		ACABAR / TERMINAR	TIME	1766	
Asurini_do_Tocantins	TERMINATE / FINISH	pap	p a p	2286.0	16489	TERMINATE		ACABAR / TERMINAR	TIME	1766	
Tapirape_Apyawa	TERMINATE / FINISH	pãw	p ã w	2286.0	16489	TERMINATE		ACABAR / TERMINAR	TIME	1766	
Tembe	TERMINATE / FINISH	paw	p a w	2286.0	16489	TERMINATE		ACABAR / TERMINAR	TIME	1766	
Guajajara	TERMINATE / FINISH	paw	p a w	2286.0	16489	TERMINATE		ACABAR / TERMINAR	TIME	1766	
Parintintin	TERMINATE / FINISH	paβ	p a β	2286.0	16489	TERMINATE		ACABAR / TERMINAR	TIME	1766	
Amondawa	TERMINATE / FINISH	mõmĩnã	m õ m ĩ n ã	2287.0	16490	TERMINATE		ACABAR / TERMINAR	TIME	1766	
Tenharim	TERMINATE / FINISH	mõmĩnã	m õ m ĩ n ã	2287.0	16490	TERMINATE		ACABAR / TERMINAR	TIME	1766	
Jiahoi	TERMINATE / FINISH	mõmĩnã	m õ m ĩ n ã	2287.0	16490	TERMINATE		ACABAR / TERMINAR	TIME	1766	
Urueuwauwau	TERMINATE / FINISH	paβ	p a β	2286.0	16489	TERMINATE		ACABAR / TERMINAR	TIME	1766	
Kayabi	TERMINATE / FINISH	pap	p a p	2286.0	16489	TERMINATE		ACABAR / TERMINAR	TIME	1766	
Arawete	TERMINATE / FINISH	pã	p ã	2286.0	16489	TERMINATE		ACABAR / TERMINAR	TIME	1766	
Guaja	TERMINATE / FINISH	pa	p a	2286.0	16489	TERMINATE		ACABAR / TERMINAR	TIME	1766	
Amanaye	TERMINATE / FINISH	pa	p a	2286.0	16489	TERMINATE		ACABAR / TERMINAR	TIME	1766	
Emerillon_Teko	TERMINATE / FINISH	ba	b a	2286.0	16489	TERMINATE		ACABAR / TERMINAR	TIME	1766	
Wayampi	TERMINATE / FINISH	pa	p a	2286.0	16489	TERMINATE		ACABAR / TERMINAR	TIME	1766	
Zo_e	TERMINATE / FINISH	opa	o p a	2286.0	16489	TERMINATE		ACABAR / TERMINAR	TIME	1766	
Ka_apor_Urubu	TERMINATE / FINISH	pa	p a	2286.0	16489	TERMINATE		ACABAR / TERMINAR	TIME	1766	
