Language	Concept	Form	Tokens	SimpleCognate	PartialCognate	Morphemes	Notes
Surui_Paiter	SWIM	kaba	k a b a	2238.0	16166	SWIM	
Karitiana	SWIM	taktag	t a k t a g	2237.0	16163	SWIM	
Xipaya	SWIM	tahu	t a h u	2240.0	16168	SWIM	
Juruna_Yudja	SWIM	ibɨkarahu	i b ɨ k a r a h u	2238.0	16166	SWIM	
Munduruku	SWIM	jedoŋ	j e d o ŋ	2237.0	16163	SWIM	
Kuruaya	SWIM	titi-lʒãm	t i t i + l ʒ ã m	2237.0	16163 16167	SWIM _swim	
Satere_Mawe	SWIM	are-ʔɨha	a r e + ʔ ɨ h a	2237.0	16169 16163	_swim SWIM	
Aweti	SWIM	ɨta p	ɨ t a p	2237.0	16163	SWIM	
Parakana	SWIM	tʃemopipa	tʃ e m o p i p a	2240.0	16168	SWIM	
Asurini_do_Tocantins	SWIM	wewotʃ	w e w o tʃ	2239.0	16164	SWIM	
Surui_Aikewara	SWIM	ɨtaw	ɨ t a w	2237.0	16163	SWIM	
Tapirape_Apyawa	SWIM	ʔɨɨtã	ʔ ɨː t ã	2237.0	16163	SWIM	
Tembe	SWIM	itaw	i t a w	2237.0	16163	SWIM	
Guajajara	SWIM	ɨʔtaw	ɨ ʔ t a w	2237.0	16163	SWIM	
Apiaka	SWIM	itaβ	i t a β	2237.0	16163	SWIM	
Parintintin	SWIM	ɨtaβata	ɨ t a β a t a	2237.0	16163	SWIM	
Amondawa	SWIM	ɲahog	ɲ a h o g	2241.0	16162	SWIM	
Tenharim	SWIM	ɨtaβata	ɨ t a β a t a	2237.0	16163	SWIM	
Urueuwauwau	SWIM	ɨpetã	ɨ p e t ã	2237.0	16163	SWIM	
Arawete	SWIM	ita	i t a	2237.0	16163	SWIM	
Emerillon_Teko	SWIM	ʔɨta	ʔ ɨ t a	2237.0	16163	SWIM	
Wayampi	SWIM	ɨa	ɨa	2245.0	16170	SWIM	
Zo_e	SWIM	ɨta	ɨ t a	2237.0	16163	SWIM	
Ka_apor_Urubu	SWIM	jupetẽ	j u p e t ẽ	2237.0	16163	SWIM	
Anambe	SWIM	ɨtã	ɨ t ã	2237.0	16163	SWIM	
Kamajura	SWIM	ʔɨtap	ʔ ɨ t a p	2237.0	16163	SWIM	
Asurini_do_Xingu	SWIM	βeβuj	β e β u j	2239.0	16164	SWIM	
Ava_Canoeiro	SWIM	ɨtaw	ɨ t a w	2237.0	16163	SWIM	
Tupinamba	SWIM	ʔɨtaβ	ʔ ɨ t a β	2237.0	16163	SWIM	
Nheengatu	SWIM	wita	w i t a	2237.0	16163	SWIM	
Lingua_Geral_Paulista_Tupi_austral	SWIM	bovevuj	b o v e v u j	2239.0	16164	SWIM	
Yuki	SWIM	itata	i t a t a	2237.0	16163	SWIM	
Guarayo	SWIM	ɨta	ɨ t a	2237.0	16163	SWIM	
Siriono	SWIM	ita	i t a	2237.0	16163	SWIM	
Warazu_Pauserna	SWIM	ʔita	ʔ i t a	2237.0	16163	SWIM	
Chiriguano	SWIM	ɨta	ɨ t a	2237.0	16163	SWIM	
Mbya	SWIM	ʔita	ʔ i t a	2237.0	16163	SWIM	
Guarani_Paraguay	SWIM	ɨta	ɨ t a	2237.0	16163	SWIM	
Old_Guarani	SWIM	ɨta	ɨ t a	2237.0	16163	SWIM	
Guayaki_Ache	SWIM	wewo	w e w o	2239.0	16164	SWIM	
Kaiowa	SWIM	ʔɨta	ʔ ɨ t a	2237.0	16163	SWIM	
Tapiete	SWIM	ɲaɨnti	ɲ aɨ n t i	2237.0	16163	SWIM	
Omagua	SWIM	ɨata	ɨa t a	2237.0	16163	SWIM	
Cocama_Cocamilla	SWIM	ɨata	ɨa t a	2237.0	16163	SWIM	
Cinta_Larga	SWIM	ii_kátaa	ii + k á t aa	2869.0	631 632	RIVER CUT	
Karo_Arara	TAIL	tʃapop	tʃ a p o p	2247.0	16223	TAIL	
Purubora	TAIL	tabop	t a b o p	2247.0	16223	TAIL	
Makurap	TAIL	tʃoaj	tʃ oa j	2246.0	16220	TAIL	
Wayoro	TAIL	ɲdʒokʷaj	ɲ dʒ o kʷ a j	2246.0	16220	TAIL	
Tupari	TAIL	oajt	oa j t	2246.0	16220	TAIL	
Akuntsu	TAIL	okʷaj	o kʷ a j	2246.0	16220	TAIL	
Mekens_Sakurabiat	TAIL	sokʷaj	s o kʷ a j	2246.0	16220	TAIL	
Cinta_Larga	TAIL	sapu	s a p u	2247.0	16223	TAIL	
Gaviao_Ikoloehj	TAIL	tsapõõp	ts a p õː p	2247.0	16223	TAIL	
Monde	TAIL	tʃapop	tʃ a p o p	2247.0	16223	TAIL	
Arua	TAIL	tsapõp	ts a p õ p	2247.0	16223	TAIL	
Zoro	TAIL	sapõõp	s a p õː p	2247.0	16223	TAIL	
Surui_Paiter	TAIL	ʃapom	ʃ a p o m	2247.0	16223	TAIL	
Karitiana	TAIL	peteppa	p e t e pː a	2248.0	16224	TAIL	
Karitiana	TAIL	sɨpoj	s ɨ p o j	2247.0	16223	TAIL	
Arikem	TAIL	sepoja	s e p o j a	2247.0	16223	TAIL	
Xipaya	TAIL	watapa	w a t a p a	2248.0	16224	TAIL	
Juruna_Yudja	TAIL	wátáha	w á/a t á/a h a	2248.0	16224	TAIL	
Munduruku	TAIL	toaj	t oa j	2246.0	16220	TAIL	
Kuruaya	TAIL	tajbɨʔ	t a j b ɨ ʔ	2247.0	16223	TAIL	
Satere_Mawe	TAIL	uwajpo	u w a j p o	2246.0	16220	TAIL	
Aweti	TAIL	uwaj	u w a j	2246.0	16220	TAIL	
Parakana	TAIL	βatʃa	β a tʃ a	2248.0	16224	TAIL	
Asurini_do_Tocantins	TAIL	was	w a s	2246.0	16220	TAIL	
Surui_Aikewara	TAIL	was	w a s	2246.0	16220	TAIL	
Tapirape_Apyawa	TAIL	owãj	o w ã j	2246.0	16220	TAIL	
Tembe	TAIL	uwaj	u w a j	2246.0	16220	TAIL	
Guajajara	TAIL	uaj	ua j	2246.0	16220	TAIL	
Apiaka	TAIL	merusa	m e r u s a	2250.0	16222	TAIL	
Parintintin	TAIL	gʷaj	gʷ a j	2246.0	16220	TAIL	
Amondawa	TAIL	βahajə	β a h a j ə	2249.0	16221	TAIL	
Tenharim	TAIL	awaja	a w a j a	2246.0	16220	TAIL	
Jiahoi	TAIL	awaja	a w a j a	2246.0	16220	TAIL	
Urueuwauwau	TAIL	gʷahãjə	gʷ a h ã j ə	2249.0	16221	TAIL	
Kayabi	TAIL	waj	w a j	2246.0	16220	TAIL	
Arawete	TAIL	huβãĩ	h u β ãĩ	2247.0	16223	TAIL	
Guaja	TAIL	awaj	a w a j	2246.0	16220	TAIL	
Emerillon_Teko	TAIL	uwaj	u w a j	2246.0	16220	TAIL	
Wayampi	TAIL	uwaj	u w a j	2246.0	16220	TAIL	
Zo_e	TAIL	uwaj	u w a j	2246.0	16220	TAIL	
Ka_apor_Urubu	TAIL	uwaj	u w a j	2246.0	16220	TAIL	
Anambe	TAIL	eikʷã	ei kʷ ã	2246.0	16220	TAIL	
Kamajura	TAIL	waj	w a j	2246.0	16220	TAIL	
Asurini_do_Xingu	TAIL	aj	a j	2246.0	16220	TAIL	
Ava_Canoeiro	TAIL	uwaj	u w a j	2246.0	16220	TAIL	
Tupinamba	TAIL	ugʷaj	u gʷ a j	2246.0	16220	TAIL	
Nheengatu	TAIL	uaja	ua j a	2246.0	16220	TAIL	
Yuki	TAIL	ugʷai	u gʷ ai	2246.0	16220	TAIL	
Guarayo	TAIL	uwai	u w ai	2246.0	16220	TAIL	
Siriono	TAIL	okʷeɨ	o kʷ eɨ	2246.0	16220	TAIL	
Warazu_Pauserna	TAIL	uwaɨ	u w aɨ	2246.0	16220	TAIL	
Chiriguano	TAIL	hugʷai	h u gʷ ai	2246.0	16220	TAIL	
Mbya	TAIL	ugʷaj	u gʷ a j	2246.0	16220	TAIL	
Guarani_Paraguay	TAIL	tugʷaj	t u gʷ a j	2246.0	16220	TAIL	
Old_Guarani	TAIL	hugʷaj	h u gʷ a j	2246.0	16220	TAIL	
Guayaki_Ache	TAIL	bwaʔa	bʷ a ʔ a	2249.0	16221	TAIL	
Xeta	TAIL	dʒita	dʒ i t a	2248.0	16224	TAIL	
Kaiowa	TAIL	ugʷaj	u gʷ a j	2246.0	16220	TAIL	
Tapiete	TAIL	uwaj	u w a j	2246.0	16220	TAIL	
Omagua	TAIL	sũj	s ũ j	2246.0	16220	TAIL	
Cocama_Cocamilla	TAIL	tsui	ts ui	2246.0	16220	TAIL	
Karo_Arara	TAPIR	naʔto	n a ʔ t o	2255.0	16286	TAPIR	
Purubora	TAPIR	tani	t a n i	2251.0	16283	TAPIR	
Ntogapid_Itogapuk	TAPIR	nató	n a t ó/o	2255.0	16286	TAPIR	
Ntogapid_Itogapuk	TAPIR	ití	i t í/i	2255.0	16286	TAPIR	
Ramarama	TAPIR	nató	n a t ó	2255.0	16286	TAPIR	
Makurap	TAPIR	ɨgadʒ	ɨ g a dʒ	2253.0	16282	TAPIR	
Makurap	TAPIR	ɨaj	ɨa j	2253.0	16282	TAPIR	
Wayoro	TAPIR	ɨkʷajt	ɨ kʷ a j t	2253.0	16282	TAPIR	
Tupari	TAPIR	takara	t a k a r a	2251.0	16283	TAPIR	
Akuntsu	TAPIR	ɨkʷaj	ɨ kʷ a j	2253.0	16282	TAPIR	
Mekens_Sakurabiat	TAPIR	ɨkʷaai	ɨ kʷ a	2253.0	16282	TAPIR	
Cinta_Larga	TAPIR	wása	w á/a s a	2254.0	16284	TAPIR	
Gaviao_Ikoloehj	TAPIR	βatsa	β a ts a	2254.0	16284	TAPIR	
Monde	TAPIR	βasa	β a s a	2254.0	16284	TAPIR	
Arua	TAPIR	βatsa	β a ts a	2254.0	16284	TAPIR	
Zoro	TAPIR	βasa	β a s a	2254.0	16284	TAPIR	
Surui_Paiter	TAPIR	wasa	w a s a	2254.0	16284	TAPIR	
Karitiana	TAPIR	ʔirip	ʔ i r i p	2252.0	16285	TAPIR	
Arikem	TAPIR	ɨaj	ɨa j	2253.0	16282	TAPIR	
Xipaya	TAPIR	masaka	m a s a k a	2253.0	16282	TAPIR	
Juruna_Yudja	TAPIR	tuwã	t u w ã	2251.0	16283	TAPIR	
Munduruku	TAPIR	bio	b io	2252.0	16285	TAPIR	
Kuruaya	TAPIR	bio	b io	2252.0	16285	TAPIR	
Satere_Mawe	TAPIR	wewato	w e w a t o	2257.0	16288	TAPIR	
Aweti	TAPIR	tapiʔit	t a p i ʔ i t	2251.0	16283	TAPIR	
Parakana	TAPIR	tapiʔir	t a p i ʔ i r	2251.0	16283	TAPIR	
Asurini_do_Tocantins	TAPIR	tapiʔir	t a p i ʔ i r	2251.0	16283	TAPIR	
Surui_Aikewara	TAPIR	tapiʔir	t a p i ʔ i r	2251.0	16283	TAPIR	
Tapirape_Apyawa	TAPIR	tãpiʔit	t ã p i ʔ i t	2251.0	16283	TAPIR	
Tembe	TAPIR	tapiʔir	t a p i ʔ i r	2251.0	16283	TAPIR	
Guajajara	TAPIR	tapiʔir	t a p i ʔ i r	2251.0	16283	TAPIR	
Apiaka	TAPIR	tapiʔir	t a p i ʔ i r	2251.0	16283	TAPIR	
Parintintin	TAPIR	tapiʔir	t a p i ʔ i r	2251.0	16283	TAPIR	
Amondawa	TAPIR	tapiʔir	t a p i ʔ i r	2251.0	16283	TAPIR	
Tenharim	TAPIR	tapiʔir	t a p i ʔ i r	2251.0	16283	TAPIR	
Jiahoi	TAPIR	tapiʔir	t a p i ʔ i r	2251.0	16283	TAPIR	
Urueuwauwau	TAPIR	tapir	t a p i r	2251.0	16283	TAPIR	
Tupi_do_Machado_Wirafed	TAPIR	tapiít	t a p ií/iː t	2251.0	16283	TAPIR	
Kayabi	TAPIR	tapiʔir	t a p i ʔ i r	2251.0	16283	TAPIR	
Arawete	TAPIR	tapuʔɨ	t a p u ʔ ɨ	2251.0	16283	TAPIR	
Anambe_of_Ehrenreich	TAPIR	tapiri	t a p i r i	2251.0	16283	TAPIR	
Guaja	TAPIR	tapiʔir	t a p i ʔ i r	2251.0	16283	TAPIR	
Emerillon_Teko	TAPIR	tapiʔir	t a p i ʔ i r	2251.0	16283	TAPIR	
Wayampi	TAPIR	tapiʔi	t a p i ʔ i	2251.0	16283	TAPIR	
Zo_e	TAPIR	tapiʔit	t a p i ʔ i t	2251.0	16283	TAPIR	
Ka_apor_Urubu	TAPIR	tapiʔir	t a p i ʔ i r	2251.0	16283	TAPIR	
Anambe	TAPIR	tapɨʔɨ	t a p ɨ ʔ ɨ	2251.0	16283	TAPIR	
Kamajura	TAPIR	tapiʔit	t a p i ʔ i t	2251.0	16283	TAPIR	
Asurini_do_Xingu	TAPIR	tapiʔir	t a p i ʔ i r	2251.0	16283	TAPIR	
Ava_Canoeiro	TAPIR	tapir	t a p i r	2251.0	16283	TAPIR	
Tupinamba	TAPIR	tapiʔir	t a p i ʔ i r	2251.0	16283	TAPIR	
Nheengatu	TAPIR	tapiʔir	t a p i ʔ i r	2251.0	16283	TAPIR	
Lingua_Geral_Paulista_Tupi_austral	TAPIR	bore	b o r e	2252.0	16285	TAPIR	
Lingua_Geral_Paulista_Tupi_austral	TAPIR	kaapoara	k aː p oa r a	2252.0	16285	TAPIR	
Guarayo	TAPIR	tapiʔi	t a p i ʔ i	2251.0	16283	TAPIR	
Guarayo	TAPIR	mbaʔembjarusu	mb/ⁿb a ʔ e mb/ⁿb j a r u s u	2258.0	16289	TAPIR	
Siriono	TAPIR	eãkʷãtoj	eã kʷ ã t o j	2253.0	16282	TAPIR	
Warazu_Pauserna	TAPIR	tapɨʔɨ	t a p ɨ ʔ ɨ	2251.0	16283	TAPIR	
Chiriguano	TAPIR	mboréwi	mb/ⁿb o r é/e w i	2252.0	16285	TAPIR	
Jora	TAPIR	ŋitíd	ŋ i t í/i d	2255.0	16286	TAPIR	
Mbya	TAPIR	mbore	mb/ⁿb o r e	2252.0	16285	TAPIR	
Guarani_Paraguay	TAPIR	mboréβi	mb/ⁿb o r é/e β i	2252.0	16285	TAPIR	
Old_Guarani	TAPIR	mboréβi	mb/ⁿb o r é/e β i	2252.0	16285	TAPIR	
Guayaki_Ache	TAPIR	breβi	b r e β i	2252.0	16285	TAPIR	
Xeta	TAPIR	tapiradʒo	t a p i r a dʒ o	2251.0	16283	TAPIR	
Kaiowa	TAPIR	mboreβi	mb/ⁿb o r e β i	2252.0	16285	TAPIR	
Tapiete	TAPIR	mbɨreβi	mb/ⁿb ɨ r e β i	2252.0	16285	TAPIR	
Omagua	TAPIR	satʃavaka	s a tʃ a v a k a	2256.0	16287	TAPIR	
Cocama_Cocamilla	TAPIR	tapira	t a p i r a	2251.0	16283	TAPIR	
Arikem	TAPIR	iruba	i r u b a	2252.0	16285	TAPIR	
Kepkiriwat	TAPIR	wito	w i t o			TAPIR	
Matanau	TAPIR	vuatsa	v ua ts a	2254.0	16284	TAPIR	
Karo_Arara	TAYRA	ei	ei	2265.0	16357	TAYRA	
Purubora	TAYRA	wata	w a t a	2260.0	16354	TAYRA	
Makurap	TAYRA	ãmãn.nã	ã m ã n + n ã	2261.0	16355 16358	TAYRA _tayra	
Wayoro	TAYRA	amãnã	a m ã n ã	2261.0	16355	TAYRA	
Tupari	TAYRA	ewitkat	e w i t k a t	2260.0	16354	TAYRA	
Mekens_Sakurabiat	TAYRA	kʷepɨɨk-atso	kʷ e p ɨː k + a ts o	2262.0	16352 16359	TAYRA _tayra	
Cinta_Larga	TAYRA	awaráp	a w a r á/a p	2259.0	16353	TAYRA	
Gaviao_Ikoloehj	TAYRA	aβat	a β a t	2260.0	16354	TAYRA	
Monde	TAYRA	aβãt	a β ã t	2260.0	16354	TAYRA	
Zoro	TAYRA	aβaraap	a β a r aː p	2259.0	16353	TAYRA	
Surui_Paiter	TAYRA	warwara	w a r w a r a	2259.0	16353	TAYRA	
Karitiana	TAYRA	õmakɨ_ẽẽm	õ m a k ɨ + ẽː m	2261.0	16355 16356	JAGUAR BLACK/DIRTY	
Juruna_Yudja	TAYRA	waranãnã	w a r a n ã n ã	2259.0	16353	TAYRA	
Munduruku	TAYRA	kakʔao	k a k ʔ ao	2267.0	16360	TAYRA	
Satere_Mawe	TAYRA	awɨato_asap	a w ɨa t o + a s a p	2260.0	16354 16359	TAYRA _tayra	
Aweti	TAYRA	ekɨʐak	e k ɨ ʐ a k	2262.0	16352	TAYRA	
Guajajara	TAYRA	hairar	h ai r a r	2259.0	16353	TAYRA	
Parintintin	TAYRA	heirar	h ei r a r	2259.0	16353	TAYRA	
Guaja	TAYRA	hairárə	h ai r á/a r ə	2259.0	16353	TAYRA	
Wayampi	TAYRA	eila	ei l a	2259.0	16353	TAYRA	
Ka_apor_Urubu	TAYRA	eira	ei r a	2259.0	16353	TAYRA	
Tupinamba	TAYRA	ejrara	e j r a r a	2259.0	16353	TAYRA	
Nheengatu	TAYRA	irara	i r a r a	2259.0	16353	TAYRA	
Guarayo	TAYRA	eira	ei r a	2259.0	16353	TAYRA	
Mbya	TAYRA	eira	ei r a	2259.0	16353	TAYRA	
Guarani_Paraguay	TAYRA	eirara	ei r a r a	2259.0	16353	TAYRA	
Xeta	TAYRA	ejrakə̃	e j r a k ə̃	2259.0	16353	TAYRA	
Arikem	TAYRA	omaʔkɨ ʔẽːma	o m a ʔ k ɨ + ʔ ẽː m a	2261.0	16355 16356	JAGUAR BLACK/DIRTY	
Karo_Arara	TEACH	ʃahmãj_nãn	ʃ a h m ã j + n ã n	2271.0	16387 16388	KNOW _?	
Makurap	TEACH	embutmaan	e mb/ⁿb u t m aː n	2268.0	16384	TEACH	
Wayoro	TEACH	mãj	m ã j	2271.0	16387	TEACH	
Tupari	TEACH	õpuopmaʔẽ	õ + p uo p + m a ʔ ẽ	2268.0	16384 486 488	CAUSATIVE KNOWLEDGE SPEAK	
Gaviao_Ikoloehj	TEACH	makób	m a k ó/o b	2269.0	16386	TEACH	
Surui_Paiter	TEACH	makoba	m a k o b a	2269.0	16386	TEACH	
Xipaya	TEACH	mawurí	m a w u r í/i	2275.0	16391	TEACH	
Munduruku	TEACH	mətajbin	m ə t a j b i n	2269.0	16386	TEACH	
Satere_Mawe	TEACH	muuʔe	m uː + ʔ e	2268.0	483 16384	CAUSATIVE SAY	
Parakana	TEACH	moʔe	m o + ʔ e	2268.0	483 16384	CAUSATIVE SAY	
Asurini_do_Tocantins	TEACH	moʔe	m o + ʔ e	2268.0	483 16384	CAUSATIVE SAY	
Tapirape_Apyawa	TEACH	maʔe	m a + ʔ e	2268.0	483 16384	CAUSATIVE SAY	
Tembe	TEACH	muʔe	m u + ʔ e	2268.0	483 16384	CAUSATIVE SAY	
Guajajara	TEACH	muʔe	m u + ʔ e	2268.0	483 16384	CAUSATIVE SAY	
Apiaka	TEACH	mbuʔe	mb/ⁿb u + ʔ e	2268.0	483 16384	CAUSATIVE SAY	
Parintintin	TEACH	moʔe	m o + ʔ e	2268.0	483 16384	CAUSATIVE SAY	
Tenharim	TEACH	moʔe	m o + ʔ e	2268.0	483 16384	CAUSATIVE SAY	
Juma	TEACH	moʔe	m o + ʔ e	2268.0	483 16384	CAUSATIVE SAY	
Urueuwauwau	TEACH	moʔe	m o + ʔ e	2268.0	483 16384	CAUSATIVE SAY	
Kayabi	TEACH	muʔe	m u + ʔ e	2268.0	483 16384	CAUSATIVE SAY	
Arawete	TEACH	mue	m u + e	2268.0	483 16384	CAUSATIVE SAY	
Guaja	TEACH	mumuʔũ	m u m u + ʔ ũ	2268.0	483 16384	CAUSATIVE SAY	
Emerillon_Teko	TEACH	boʔe	b o + ʔ e	2268.0	483 16384	CAUSATIVE SAY	
Wayampi	TEACH	moe	m o + e	2268.0	483 16384	CAUSATIVE SAY	
Zo_e	TEACH	kuha_oker	k u h a o k e r	2268.0	16384 16392	TEACH	
Ka_apor_Urubu	TEACH	muʔe	m u + ʔ e	2268.0	483 16384	CAUSATIVE SAY	
Anambe	TEACH	muʔa	m u + ʔ a	2268.0	483 16384	CAUSATIVE SAY	
Kamajura	TEACH	moʔe	m o + ʔ e	2268.0	483 16384	CAUSATIVE SAY	
Asurini_do_Xingu	TEACH	muʔe	m u + ʔ e	2268.0	483 16384	CAUSATIVE SAY	
Ava_Canoeiro	TEACH	moe	m o + e	2268.0	483 16384	CAUSATIVE SAY	
Tupinamba	TEACH	moʔe	m o + ʔ e	2268.0	483 16384	CAUSATIVE SAY	
Nheengatu	TEACH	mbué	mb/ⁿb u + é/e	2268.0	483 16384	CAUSATIVE SAY	
Lingua_Geral_Paulista_Tupi_austral	TEACH	promboé	p r o mb/ⁿb o + é/e	2272.0	483 16384	CAUSATIVE SAY	
Yuki	TEACH	barakʷa	b a r a kʷ a	2272.0	16389	TEACH	
Guarayo	TEACH	mboʔe	mb/ⁿb o + ʔ e	2268.0	483 16384	CAUSATIVE SAY	
Siriono	TEACH	mbakjatu	mb/ⁿb a k j a t u	2274.0	16390	TEACH	
Warazu_Pauserna	TEACH	moʔe	m o + ʔ e	2268.0	483 16384	CAUSATIVE SAY	
Chiriguano	TEACH	moe	m o + e	2268.0	483 16384	CAUSATIVE SAY	
Mbya	TEACH	mboʔe	mb/ⁿb o + ʔ e	2268.0	483 16384	CAUSATIVE SAY	
Guarani_Paraguay	TEACH	moʔe	m o + ʔ e	2268.0	483 16384	CAUSATIVE SAY	
Old_Guarani	TEACH	mboʔe	mb/ⁿb o + ʔ e	2268.0	483 16384	CAUSATIVE SAY	
Guayaki_Ache	TEACH	bwãʔã	bʷ ã ʔ ã	2268.0	16384	TEACH	
Kaiowa	TEACH	mboʔe	mb/ⁿb o + ʔ e	2268.0	483 16384	CAUSATIVE SAY	
Tapiete	TEACH	mboʔe	mb/ⁿb o + ʔ e	2268.0	483 16384	CAUSATIVE SAY	
Omagua	TEACH	jumujta	j u m u j t a	2270.0	16385	TEACH	
Cocama_Cocamilla	TEACH	jumita	j u m i t a	2270.0	16385	TEACH	
Karo_Arara	TELL / NARRATE	petõ	p e t õ	2277.0	16434	TELL	
Makurap	TELL / NARRATE	mãjã	m ã j ã	2278.0	16433	TELL	
Wayoro	TELL / NARRATE	mãj	m ã j	2278.0	16433	TELL	
Tupari	TELL / NARRATE	maʔẽ	m a ʔ ẽ	2277.0	16434	TELL	
Akuntsu	TELL / NARRATE	maj	m a j	2278.0	16433	TELL	
Gaviao_Ikoloehj	TELL / NARRATE	kamá	k a m á/a	2278.0	16433	TELL	
Gaviao_Ikoloehj	TELL / NARRATE	pò_kamá	p ò/o + k a m á/a	2278.0	16437 16433	_tell TELL	
Monde	TELL / NARRATE	kamãã	k a m ãː	2278.0	16433	TELL	
Surui_Paiter	TELL / NARRATE	perema	p e r e m a	2284.0	16440	TELL	
Juruna_Yudja	TELL / NARRATE	abɨ	a b ɨ	2279.0	16437	TELL	
Juruna_Yudja	TELL / NARRATE	udase	u d a s e	2285.0	16441	TELL	
Munduruku	TELL / NARRATE	məwẽn	m ə w ẽ n	2280.0	16435	TELL	
Satere_Mawe	TELL / NARRATE	enoj	e n o j	2278.0	16433	TELL	
Aweti	TELL / NARRATE	ejõj	e j õ j	2278.0	16433	TELL	
Parakana	TELL / NARRATE	momeʔo	m o m e ʔ o	2277.0	16434	TELL	
Asurini_do_Tocantins	TELL / NARRATE	kʷaweʔeŋ	kʷ a w e ʔ e ŋ	2280.0	16435	TELL	
Surui_Aikewara	TELL / NARRATE	mumeʔo	m u m e ʔ o	2277.0	16434	TELL	
Tapirape_Apyawa	TELL / NARRATE	komeʔo	k o m e ʔ o	2277.0	16434	TELL	
Tembe	TELL / NARRATE	mumeʔu	m u m e ʔ u	2277.0	16434	TELL	
Guajajara	TELL / NARRATE	mumeʔu	m u m e ʔ u	2277.0	16434	TELL	
Apiaka	TELL / NARRATE	mboʔe	mb/ⁿb o ʔ e	2277.0	16434	TELL	
Parintintin	TELL / NARRATE	mõmeʔu	m õ m e ʔ u	2277.0	16434	TELL	
Amondawa	TELL / NARRATE	mõmeʔu	m õ m e ʔ u	2277.0	16434	TELL	
Tenharim	TELL / NARRATE	mõmeʔu	m õ m e ʔ u	2277.0	16434	TELL	
Juma	TELL / NARRATE	mẽnẽ	m ẽ n ẽ	2279.0	16437	TELL	
Urueuwauwau	TELL / NARRATE	mõmeʔu	m õ m e ʔ u	2277.0	16434	TELL	
Kayabi	TELL / NARRATE	momeʔu	m o m e ʔ u	2277.0	16434	TELL	
Arawete	TELL / NARRATE	memeʔu	m e m e ʔ u	2277.0	16434	TELL	
Guaja	TELL / NARRATE	mumuʔũ	m u m u ʔ ũ	2277.0	16434	TELL	
Emerillon_Teko	TELL / NARRATE	mebeʔu	m e b e ʔ u	2277.0	16434	TELL	
Wayampi	TELL / NARRATE	malãŋatu	m a l ã ŋ a t u	2281.0	16436	TELL	
Ka_apor_Urubu	TELL / NARRATE	meʔu	m e ʔ u	2277.0	16434	TELL	
Anambe	TELL / NARRATE	mumeʔu	m u m e ʔ u	2277.0	16434	TELL	
Kamajura	TELL / NARRATE	kaweʔeŋ	k a w e ʔ e ŋ	2280.0	16435	TELL	
Asurini_do_Xingu	TELL / NARRATE	mumeʔu	m u m e ʔ u	2277.0	16434	TELL	
Ava_Canoeiro	TELL / NARRATE	momew	m o m e w	2277.0	16434	TELL	
Tupinamba	TELL / NARRATE	momeʔu	m o m e ʔ u	2277.0	16434	TELL	
Nheengatu	TELL / NARRATE	meu	m eu	2278.0	16433	TELL	
Lingua_Geral_Paulista_Tupi_austral	TELL / NARRATE	mombeú	m o mb/ⁿb eú/eu	2279.0	16437	TELL	
Lingua_Geral_Paulista_Tupi_austral	TELL / NARRATE	moŋeb	m o ŋ e b	2279.0	16437	TELL	
Yuki	TELL / NARRATE	mebe	m e b e	2279.0	16437	TELL	
Guarayo	TELL / NARRATE	mombeʔu	m o mb/ⁿb e ʔ u	2277.0	16434	TELL	
Siriono	TELL / NARRATE	ue	ue	2283.0	16439	TELL	
Warazu_Pauserna	TELL / NARRATE	momeʔu	m o m e ʔ u	2277.0	16434	TELL	
Chiriguano	TELL / NARRATE	momeu	m o m eu	2277.0	16434	TELL	
Guarani_Paraguay	TELL / NARRATE	momeʔu	m o m e ʔ u	2277.0	16434	TELL	
Old_Guarani	TELL / NARRATE	mombeʔu	m o mb/ⁿb e ʔ u	2277.0	16434	TELL	
Guayaki_Ache	TELL / NARRATE	kjuʔu	k j u ʔ u	2277.0	16434	TELL	
Xeta	TELL / NARRATE	kəmẽj	k ə m ẽ j	2278.0	16433	TELL	
Kaiowa	TELL / NARRATE	mombeʔu	m o mb/ⁿb e ʔ u	2277.0	16434	TELL	
Tapiete	TELL / NARRATE	mbeʔu	mb/ⁿb e ʔ u	2277.0	16434	TELL	
Omagua	TELL / NARRATE	ɨpapari	ɨ p a p a r i	2282.0	16438	TELL	
Cocama_Cocamilla	TELL / NARRATE	tsanata	ts a n a t a	2281.0	16436	TELL	
Karitiana	TELL / NARRATE	pasag	p a s a g	1478.0	161	TELL	
Karo_Arara	TERMINATE / FINISH	kãri_nãn	k ã r i + n ã n	2289.0	16493 16488	_terminate TERMINATE	
Wayoro	TERMINATE / FINISH	wik	w i k	2289.0	16488	TERMINATE	
Tupari	TERMINATE / FINISH	poatkat	p oa t k a t	2293.0	16495	TERMINATE	
Akuntsu	TERMINATE / FINISH	wen	w e n	2289.0	16488	TERMINATE	
Cinta_Larga	TERMINATE / FINISH	wereb	w e r e b	2290.0	16491	TERMINATE	
Gaviao_Ikoloehj	TERMINATE / FINISH	akonba	a k o n b a	2287.0	16490	TERMINATE	
Surui_Paiter	TERMINATE / FINISH	wereb	w e r e b	2290.0	16491	TERMINATE	
Xipaya	TERMINATE / FINISH	base	b a s e	2286.0	16489	TERMINATE	
